SEM3,SEM5,MENTOR_EMAIL,SEM4,risk_label,past_count,INTERNAL_MARKS,EMAIL,YEAR,present_att,dropout_label,internal_pct,performance_overall,DEPT,SEM2,MENTOR,performance_label,prev_att,PREV_ATTENDANCE_PERC,dropout_score,RNO,attendance_pct,SEM7,SEM8,NAME,S.NO,BEHAVIOR_SCORE_10,risk_score,CURR_SEM,SEM1,performance_trend,behavior_pct,ATTENDED_DAYS_CURR,TOTAL_DAYS_CURR,past_avg,SEM6,batch_year
47.0,47.0,dr..sanjay.joshi40@gmail.com,83.0,normal,5,15.0,ananya.mishra845@gmail.com,3.0,98.04,low,50.0,59.57,CSE,55.0,Dr. Sanjay Joshi,medium,63.0,63.0,27.11,25G31B4445,84.13,0.0,0.0,Ananya Mishra,407.0,2.9,40.43,6.0,73.0,-36.0,29.0,100.0,102.0,61.0,0.0,2027.0
84.0,,prof..isha.mishra80@gmail.com,82.0,low,4,25.0,deepak.rao839@gmail.com,3.0,68.75,low,83.33,78.25,CDS,71.0,Prof. Isha Mishra,high,56.0,56.0,34.67,25G31B2475,63.53,0.0,0.0,Deepak Rao,408.0,4.2,21.75,5.0,96.0,-2.0,42.0,77.0,112.0,83.25,0.0,2027.0
61.0,,dr..sanjay.joshi39@gmail.com,53.0,low,4,16.0,ramesh.patel932@gmail.com,3.0,57.3,low,53.33,60.38,ECE,61.0,Dr. Sanjay Joshi,medium,77.0,77.0,33.68,25G31A7526,65.01,0.0,0.0,Ramesh Patel,409.0,9.5,39.62,5.0,64.0,-8.0,95.0,51.0,89.0,59.75,0.0,2027.0
67.0,60.0,dr..suresh.iyer30@gmail.com,45.0,low,5,17.0,vivek.kapoor976@gmail.com,3.0,56.7,low,56.67,60.41,EEE,69.0,Dr. Suresh Iyer,medium,85.0,85.0,36.05,25G31B8408,64.09,0.0,0.0,Vivek Kapoor,410.0,7.4,39.59,6.0,60.0,15.0,74.0,55.0,97.0,60.2,0.0,2027.0
77.0,,prof..shreya.nair86@gmail.com,57.0,normal,4,16.0,esha.desai665@gmail.com,3.0,55.56,medium,53.33,58.81,MECH,65.0,Prof. Shreya Nair,medium,92.0,92.0,45.99,25G31B8654,58.39,0.0,0.0,Esha Desai,411.0,1.1,41.19,5.0,69.0,-20.0,11.0,55.0,99.0,67.0,0.0,2027.0
74.0,,dr..rajesh.kumar61@gmail.com,93.0,normal,4,11.0,sakshi.nair477@gmail.com,3.0,85.0,low,36.67,58.79,CIVIL,84.0,Dr. Rajesh Kumar,medium,51.0,51.0,38.35,25G31A2317,70.8,0.0,0.0,Sakshi Nair,412.0,1.1,41.21,5.0,42.0,19.0,11.0,85.0,100.0,73.25,0.0,2027.0
43.0,79.0,dr..suresh.iyer78@gmail.com,87.0,low,5,13.0,ajay.patel865@gmail.com,3.0,50.0,medium,43.33,62.82,CSE(AI),87.0,Dr. Suresh Iyer,medium,88.0,88.0,40.26,25G31A3279,59.1,0.0,0.0,Ajay Patel,413.0,6.5,37.18,6.0,81.0,-8.0,65.0,40.0,80.0,75.4,0.0,2027.0
60.0,,prof..ritika.malhotra83@gmail.com,46.0,normal,4,12.0,zara.dasgupta921@gmail.com,3.0,89.47,low,40.0,52.83,CSE,50.0,Prof. Ritika Malhotra,medium,78.0,78.0,29.45,25G31A3053,82.03,0.0,0.0,Zara Dasgupta,414.0,3.8,47.17,5.0,57.0,-14.0,38.0,85.0,95.0,53.25,0.0,2027.0
65.0,,dr..rajesh.kumar74@gmail.com,77.0,low,4,14.0,harish.chopra397@gmail.com,3.0,76.54,low,46.67,62.73,CDS,52.0,Dr. Rajesh Kumar,medium,82.0,82.0,31.79,25G31A4672,74.38,0.0,0.0,Harish Chopra,415.0,4.4,37.27,5.0,89.0,12.0,44.0,62.0,81.0,70.75,0.0,2027.0
75.0,82.0,prof..priya.sharma74@gmail.com,84.0,low,5,25.0,swati.kapoor915@gmail.com,3.0,92.59,low,83.33,77.21,ECE,84.0,Prof. Priya Sharma,high,71.0,71.0,24.52,25G31B7730,81.41,0.0,0.0,Swati Kapoor,416.0,2.4,22.79,6.0,63.0,-2.0,24.0,100.0,108.0,77.6,0.0,2027.0
82.0,68.0,prof..ritika.malhotra90@gmail.com,55.0,low,5,17.0,pooja.rao955@gmail.com,3.0,50.0,low,56.67,61.57,EEE,73.0,Prof. Ritika Malhotra,medium,90.0,90.0,39.7,25G31A7024,59.5,0.0,0.0,Pooja Rao,417.0,6.5,38.43,6.0,46.0,13.0,65.0,51.0,102.0,64.8,0.0,2027.0
64.0,92.0,dr..harish.rao61@gmail.com,68.0,low,5,10.0,maya.menon636@gmail.com,3.0,89.53,low,33.33,66.0,MECH,90.0,Dr. Harish Rao,medium,68.0,68.0,23.84,25G31B7942,82.97,0.0,0.0,Maya Menon,418.0,6.7,34.0,6.0,88.0,24.0,67.0,77.0,86.0,80.4,0.0,2027.0
47.0,52.0,dr..vikram.reddy78@gmail.com,72.0,normal,5,10.0,zara.dutta372@gmail.com,3.0,98.95,low,33.33,54.34,CIVIL,60.0,Dr. Vikram Reddy,medium,80.0,80.0,22.82,25G31B2844,90.26,0.0,0.0,Zara Dutta,419.0,5.0,45.66,6.0,52.0,-20.0,50.0,94.0,95.0,56.6,0.0,2027.0
87.0,69.0,prof..isha.mishra16@gmail.com,42.0,low,5,19.0,kriti.dasgupta792@gmail.com,3.0,85.88,low,63.33,70.36,CSE(AI),88.0,Prof. Isha Mishra,high,79.0,79.0,20.28,25G31A8797,83.72,0.0,0.0,Kriti Dasgupta,420.0,7.8,29.64,6.0,63.0,27.0,78.0,73.0,85.0,69.8,0.0,2027.0
85.0,74.0,dr..nitin.verma23@gmail.com,81.0,low,7,16.0,kriti.sharma173@gmail.com,4.0,89.83,low,53.33,70.43,CSE,77.0,Dr. Nitin Verma,high,64.0,64.0,24.6,26G31A5452,81.08,92.0,,Kriti Sharma,421.0,5.4,29.57,8.0,68.0,15.0,54.0,106.0,118.0,79.14,77.0,2026.0
82.0,94.0,prof..anjali.menon10@gmail.com,82.0,low,7,19.0,tanvi.sharma343@gmail.com,4.0,88.5,low,63.33,75.43,CDS,84.0,Prof. Anjali Menon,high,66.0,66.0,24.03,26G31B7719,80.25,85.0,,Tanvi Sharma,422.0,5.1,24.57,8.0,77.0,3.2,51.0,100.0,113.0,83.69,81.8,2026.0
57.0,86.0,dr..rajesh.kumar40@gmail.com,60.0,low,6,28.0,vinod.joshi597@gmail.com,4.0,72.81,low,93.33,72.1,ECE,53.0,Dr. Rajesh Kumar,high,75.0,75.0,34.98,26G31B6295,67.66,,0.0,Vinod Joshi,423.0,1.7,27.9,7.0,75.0,-19.8,17.0,83.0,114.0,66.2,66.2,2026.0
88.0,63.0,prof..kavya.pillai13@gmail.com,61.0,low,7,24.0,rahul.sinha462@gmail.com,4.0,89.62,low,80.0,72.18,EEE,66.0,Prof. Kavya Pillai,high,57.0,57.0,27.51,26G31A4927,77.44,64.0,,Rahul Sinha,424.0,3.3,27.82,8.0,76.0,-6.8,33.0,95.0,106.0,69.83,70.8,2026.0
76.0,59.0,prof..priya.sharma89@gmail.com,74.0,low,6,28.0,ashok.bhatnagar918@gmail.com,4.0,86.41,low,93.33,73.13,MECH,58.0,Prof. Priya Sharma,high,53.0,53.0,28.05,26G31B3940,74.89,,0.0,Ashok Bhatnagar,425.0,3.8,26.87,7.0,53.0,5.0,38.0,89.0,103.0,64.0,64.0,2026.0
41.0,87.0,dr..rajesh.kumar21@gmail.com,48.0,low,7,18.0,ananya.srivastava341@gmail.com,4.0,85.23,low,60.0,65.01,CIVIL,72.0,Dr. Rajesh Kumar,medium,73.0,73.0,21.97,26G31A5153,82.46,40.0,,Ananya Srivastava,426.0,8.2,34.99,8.0,75.0,-24.6,82.0,75.0,88.0,61.09,64.6,2026.0
56.0,98.0,prof..isha.mishra75@gmail.com,85.0,low,6,29.0,sandeep.bansal786@gmail.com,4.0,91.09,low,96.67,82.2,CSE(AI),81.0,Prof. Isha Mishra,high,76.0,76.0,21.14,26G31B2163,82.56,,0.0,Sandeep Bansal,427.0,3.6,17.8,7.0,70.0,-19.8,36.0,92.0,101.0,78.03,78.2,2026.0
69.0,61.0,dr..sanjay.joshi13@gmail.com,77.0,low,6,21.0,isha.nair549@gmail.com,4.0,79.61,low,70.0,66.4,CSE,68.0,Dr. Sanjay Joshi,medium,71.0,71.0,29.06,26G31B9972,75.03,,0.0,Isha Nair,428.0,5.1,33.6,7.0,41.0,2.2,51.0,82.0,103.0,63.2,63.2,2026.0
50.0,45.0,dr..vikram.reddy40@gmail.com,76.0,low,6,25.0,divya.iyer215@gmail.com,4.0,91.38,low,83.33,74.97,CDS,91.0,Dr. Vikram Reddy,high,82.0,82.0,14.01,26G31B8341,89.17,,0.0,Divya Iyer,429.0,8.8,25.03,7.0,60.0,19.4,88.0,106.0,116.0,64.4,64.4,2026.0
96.0,57.0,dr..anil.singh94@gmail.com,79.0,low,6,20.0,pooja.chatterjee573@gmail.com,4.0,90.0,low,66.67,69.03,ECE,72.0,Dr. Anil Singh,medium,58.0,58.0,27.89,26G31A7355,78.2,,0.0,Pooja Chatterjee,430.0,3.6,30.97,7.0,51.0,14.0,36.0,72.0,80.0,71.0,71.0,2026.0
80.0,49.0,dr..anil.singh57@gmail.com,97.0,low,6,18.0,pooja.verma677@gmail.com,4.0,86.79,low,60.0,70.23,EEE,78.0,Dr. Anil Singh,high,78.0,78.0,30.04,26G31B4553,77.85,,0.0,Pooja Verma,431.0,1.5,29.77,7.0,94.0,30.6,15.0,92.0,106.0,79.6,79.6,2026.0
82.0,78.0,dr..suresh.iyer76@gmail.com,71.0,low,6,30.0,anjali.gupta892@gmail.com,4.0,70.53,low,100.0,78.84,MECH,71.0,Dr. Suresh Iyer,high,94.0,94.0,29.69,26G31B1585,71.27,,0.0,Anjali Gupta,432.0,3.1,21.16,7.0,64.0,-4.8,31.0,67.0,95.0,73.2,73.2,2026.0
79.0,82.0,dr..rajesh.kumar66@gmail.com,82.0,low,6,12.0,mohan.singh897@gmail.com,4.0,97.49,low,40.0,63.5,CIVIL,66.0,Dr. Rajesh Kumar,medium,75.0,75.0,21.92,26G31A3398,88.34,,0.0,Mohan Singh,433.0,5.1,36.5,7.0,48.0,-10.6,51.0,116.01,119.0,71.4,71.4,2026.0
76.0,73.0,dr..harish.rao87@gmail.com,47.0,low,6,25.0,zara.patel378@gmail.com,4.0,89.62,low,83.33,76.83,CSE(AI),87.0,Dr. Harish Rao,high,75.0,75.0,22.78,26G31A7439,81.84,,0.0,Zara Patel,434.0,4.1,23.17,7.0,92.0,2.0,41.0,95.0,106.0,75.0,75.0,2026.0
97.0,56.0,dr..harish.rao46@gmail.com,65.0,low,6,12.0,rohan.sharma494@gmail.com,4.0,97.75,low,40.0,61.91,CSE,49.0,Dr. Harish Rao,medium,62.0,62.0,24.17,26G31A4281,85.73,,0.0,Rohan Sharma,435.0,4.9,38.09,7.0,79.0,13.2,49.0,87.0,89.0,69.2,69.2,2026.0
57.0,84.0,dr..sanjay.joshi40@gmail.com,66.0,low,7,19.0,vivek.rao752@gmail.com,4.0,65.42,medium,63.33,64.3,CDS,66.0,Dr. Sanjay Joshi,medium,62.0,62.0,43.26,26G31B2850,59.69,76.0,,Vivek Rao,436.0,1.5,35.7,8.0,79.0,5.6,15.0,70.0,107.0,71.2,70.4,2026.0
40.0,54.0,prof..shreya.nair88@gmail.com,74.0,low,7,26.0,shreya.gupta815@gmail.com,4.0,46.67,medium,86.67,65.81,ECE,74.0,Prof. Shreya Nair,medium,75.0,75.0,47.67,26G31A8770,50.07,73.0,,Shreya Gupta,437.0,2.4,34.19,8.0,60.0,12.6,24.0,49.0,105.0,62.2,60.4,2026.0
90.0,63.0,prof..kavya.pillai87@gmail.com,59.0,low,6,13.0,aryan.kapoor997@gmail.com,4.0,65.14,low,43.33,60.28,EEE,56.0,Prof. Kavya Pillai,medium,43.0,43.0,38.91,26G31A9180,61.2,,0.0,Aryan Kapoor,438.0,7.0,39.72,7.0,78.0,6.2,70.0,71.0,109.0,69.2,69.2,2026.0
78.0,81.0,dr..vikram.reddy14@gmail.com,72.0,low,6,25.0,sakshi.menon265@gmail.com,4.0,83.33,low,83.33,76.95,MECH,73.0,Dr. Vikram Reddy,high,90.0,90.0,20.24,26G31A4062,82.63,,0.0,Sakshi Menon,439.0,6.3,23.05,7.0,60.0,-8.2,63.0,70.0,84.0,72.8,72.8,2026.0
40.0,50.0,dr..rajesh.kumar30@gmail.com,75.0,low,7,22.0,deepak.reddy323@gmail.com,4.0,41.38,medium,73.33,64.4,CIVIL,78.0,Dr. Rajesh Kumar,medium,44.0,44.0,46.95,26G31A2916,45.37,60.0,,Deepak Reddy,440.0,7.6,35.6,8.0,78.0,-4.2,76.0,36.0,87.0,63.6,64.2,2026.0
59.0,60.0,prof..shreya.nair97@gmail.com,82.0,normal,6,11.0,aditya.mishra751@gmail.com,4.0,92.73,low,36.67,58.85,CSE(AI),97.0,Prof. Shreya Nair,medium,45.0,45.0,33.95,26G31A3460,76.01,,0.0,Aditya Mishra,441.0,2.1,41.15,7.0,56.0,10.8,21.0,102.0,110.0,70.8,70.8,2026.0
72.0,78.0,dr..suresh.iyer25@gmail.com,82.0,low,7,10.0,vinod.kumar652@gmail.com,4.0,72.12,low,33.33,63.03,CSE,73.0,Dr. Suresh Iyer,medium,81.0,81.0,26.0,26G31B3395,76.48,62.0,,Vinod Kumar,442.0,9.8,36.97,8.0,71.0,-13.2,98.0,75.0,104.0,73.31,75.2,2026.0
83.0,73.0,prof..meera.desai49@gmail.com,73.0,low,6,21.0,bhavna.nair697@gmail.com,4.0,90.18,low,70.0,73.81,CDS,75.0,Prof. Meera Desai,high,93.0,93.0,22.97,26G31A7704,84.72,,0.0,Bhavna Nair,443.0,3.0,26.19,7.0,82.0,4.2,30.0,101.0,112.0,77.2,77.2,2026.0
60.0,80.0,dr..anil.singh15@gmail.com,57.0,low,6,18.0,varun.bhatnagar953@gmail.com,4.0,59.18,low,60.0,63.65,ECE,68.0,Dr. Anil Singh,medium,95.0,95.0,36.69,26G31B9220,65.33,,0.0,Varun Bhatnagar,444.0,4.9,36.35,7.0,69.0,-13.2,49.0,58.0,98.0,66.8,66.8,2026.0
75.0,58.0,prof..ritika.malhotra48@gmail.com,70.0,low,6,28.0,ravi.malhotra773@gmail.com,4.0,93.88,low,93.33,77.66,EEE,83.0,Prof. Ritika Malhotra,high,57.0,57.0,22.32,26G31A3924,81.41,,0.0,Ravi Malhotra,445.0,4.3,22.34,7.0,67.0,12.6,43.0,92.0,98.0,70.6,70.6,2026.0
64.0,77.0,dr..harish.rao74@gmail.com,82.0,low,6,19.0,nikhil.mishra216@gmail.com,4.0,100.0,low,63.33,71.9,MECH,61.0,Dr. Harish Rao,high,73.0,73.0,14.79,26G31B8266,92.0,,0.0,Nikhil Mishra,446.0,7.4,28.1,7.0,70.0,-6.2,74.0,103.0,103.0,70.8,70.8,2026.0
70.0,76.0,dr..rajesh.kumar32@gmail.com,77.0,low,6,11.0,avni.rao584@gmail.com,4.0,45.37,medium,36.67,60.98,CIVIL,95.0,Dr. Rajesh Kumar,medium,81.0,81.0,43.84,26G31A7284,54.56,,0.0,Avni Rao,447.0,6.6,39.02,7.0,67.0,1.0,66.0,49.0,108.0,77.0,77.0,2026.0
99.0,79.0,dr..rajesh.kumar65@gmail.com,78.0,low,7,26.0,nitin.das919@gmail.com,4.0,95.65,low,86.67,80.15,CSE(AI),78.0,Dr. Rajesh Kumar,high,85.0,85.0,21.11,26G31B7831,85.96,92.0,,Nitin Das,448.0,2.0,19.85,8.0,59.0,13.4,20.0,110.0,115.0,80.51,78.6,2026.0
48.0,85.0,prof..ritika.malhotra41@gmail.com,85.0,low,6,18.0,nikhil.patel407@gmail.com,4.0,75.49,low,60.0,71.01,CSE,75.0,Prof. Ritika Malhotra,high,81.0,81.0,23.48,26G31A2601,77.74,,0.0,Nikhil Patel,449.0,8.7,28.99,7.0,77.0,-11.0,87.0,77.0,102.0,74.0,74.0,2026.0
41.0,60.0,prof..kavya.pillai83@gmail.com,82.0,low,6,30.0,kavya.agarwal837@gmail.com,4.0,58.95,low,100.0,73.56,CDS,75.0,Prof. Kavya Pillai,high,92.0,92.0,39.59,26G31B2792,60.76,,0.0,Kavya Agarwal,450.0,1.1,26.44,7.0,81.0,7.8,11.0,56.0,95.0,67.8,67.8,2026.0
78.0,94.0,prof..anjali.menon62@gmail.com,62.0,low,7,14.0,ria.nair248@gmail.com,4.0,91.0,low,46.67,70.01,ECE,63.0,Prof. Anjali Menon,high,62.0,62.0,17.92,26G31A9041,85.8,74.0,,Ria Nair,451.0,9.7,29.99,8.0,88.0,-3.0,97.0,91.0,100.0,76.57,77.0,2026.0
58.0,50.0,prof..divya.srivastava74@gmail.com,74.0,low,6,23.0,nikhil.malhotra439@gmail.com,4.0,70.83,low,76.67,69.94,EEE,71.0,Prof. Divya Srivastava,medium,53.0,53.0,28.34,26G31B9127,69.28,,0.0,Nikhil Malhotra,452.0,9.1,30.06,7.0,67.0,14.0,91.0,85.0,120.0,64.0,64.0,2026.0
60.0,44.0,dr..sanjay.joshi33@gmail.com,79.0,low,6,28.0,aryan.iyer339@gmail.com,4.0,85.71,low,93.33,71.62,MECH,52.0,Dr. Sanjay Joshi,high,75.0,75.0,28.87,26G31B2513,76.8,,0.0,Aryan Iyer,453.0,1.8,28.38,7.0,77.0,18.4,18.0,84.0,98.0,62.4,62.4,2026.0
69.0,84.0,dr..harish.rao50@gmail.com,84.0,low,7,28.0,divya.bansal724@gmail.com,4.0,90.2,low,93.33,82.8,CIVIL,64.0,Dr. Harish Rao,high,78.0,78.0,19.1,26G31B3338,83.74,92.0,,Divya Bansal,454.0,5.0,17.2,8.0,86.0,14.6,50.0,92.0,102.0,79.49,77.4,2026.0
67.0,65.0,dr..rajesh.kumar10@gmail.com,41.0,low,7,27.0,bhavna.agarwal228@gmail.com,4.0,93.75,low,90.0,79.37,CSE(AI),81.0,Dr. Rajesh Kumar,high,91.0,91.0,16.98,26G31A7749,88.53,92.0,,Bhavna Agarwal,455.0,4.7,20.63,8.0,98.0,21.6,47.0,75.0,80.0,73.49,70.4,2026.0
54.0,59.0,dr..suresh.iyer46@gmail.com,67.0,low,7,29.0,ria.menon824@gmail.com,4.0,96.81,low,96.67,75.77,CSE,87.0,Dr. Suresh Iyer,high,48.0,48.0,26.32,26G31B3883,79.17,56.0,,Ria Menon,456.0,1.8,24.23,8.0,83.0,-14.0,18.0,91.0,94.0,68.0,70.0,2026.0
61.0,58.0,dr..rajesh.kumar75@gmail.com,50.0,low,6,19.0,priya.bhat937@gmail.com,4.0,67.44,low,63.33,62.02,CDS,60.0,Dr. Rajesh Kumar,medium,86.0,86.0,38.14,26G31B2892,66.81,,0.0,Priya Bhat,457.0,2.4,37.98,7.0,89.0,5.6,24.0,58.0,86.0,63.6,63.6,2026.0
84.0,47.0,dr..nitin.verma67@gmail.com,81.0,low,6,23.0,sneha.patel404@gmail.com,4.0,98.89,low,76.67,73.79,ECE,90.0,Dr. Nitin Verma,high,43.0,43.0,28.31,26G31B6683,78.92,,0.0,Sneha Patel,458.0,1.1,26.21,7.0,82.0,29.8,11.0,89.0,90.0,76.8,76.8,2026.0
57.0,44.0,prof..isha.mishra37@gmail.com,82.0,low,7,17.0,ramesh.srivastava518@gmail.com,4.0,93.41,low,56.67,65.18,EEE,88.0,Prof. Isha Mishra,medium,92.0,92.0,24.95,26G31B9724,86.08,66.0,,Ramesh Srivastava,459.0,2.3,34.82,8.0,72.0,-2.6,23.0,85.0,91.0,68.23,68.6,2026.0
55.0,78.0,prof..kavya.pillai66@gmail.com,60.0,low,6,13.0,anjali.desai259@gmail.com,4.0,72.84,low,43.33,60.56,MECH,71.0,Prof. Kavya Pillai,medium,95.0,95.0,26.55,26G31A4125,78.09,,0.0,Anjali Desai,460.0,8.1,39.44,7.0,54.0,-14.4,81.0,59.0,81.0,63.6,63.6,2026.0
60.0,82.0,prof..isha.mishra31@gmail.com,72.0,low,6,30.0,ajay.chatterjee357@gmail.com,4.0,82.65,low,100.0,84.85,CIVIL,88.0,Prof. Isha Mishra,high,89.0,89.0,20.18,26G31A3588,80.86,,0.0,Ajay Chatterjee,461.0,5.2,15.15,7.0,99.0,-1.6,52.0,81.0,98.0,80.23,80.4,2026.0
56.0,52.0,dr..vikram.reddy60@gmail.com,81.0,normal,7,11.0,mahesh.reddy974@gmail.com,4.0,84.87,low,36.67,58.13,CSE(AI),59.0,Dr. Vikram Reddy,medium,83.0,83.0,24.52,26G31A5258,83.31,69.0,,Mahesh Reddy,462.0,7.3,41.87,8.0,56.0,8.2,73.0,101.0,119.0,61.97,60.8,2026.0
68.0,72.0,prof..meera.desai63@gmail.com,67.0,low,7,17.0,bhavna.malhotra363@gmail.com,4.0,94.25,low,56.67,67.45,CSE,46.0,Prof. Meera Desai,medium,83.0,83.0,15.1,26G31A9091,91.38,64.0,,Bhavna Malhotra,463.0,8.8,32.55,8.0,71.0,-0.8,88.0,82.0,87.0,64.69,64.8,2026.0
76.0,98.0,dr..rohan.kapoor60@gmail.com,64.0,low,6,21.0,nikhil.dasgupta862@gmail.com,4.0,95.06,low,70.0,75.9,CDS,82.0,Dr. Rohan Kapoor,high,73.0,73.0,20.59,26G31B2641,85.64,,0.0,Nikhil Dasgupta,464.0,4.5,24.1,7.0,78.0,-18.4,45.0,77.0,81.0,79.6,79.6,2026.0
56.0,63.0,dr..anil.singh63@gmail.com,96.0,low,7,18.0,celina.reddy754@gmail.com,4.0,65.31,low,60.0,66.74,ECE,78.0,Dr. Anil Singh,medium,59.0,59.0,33.79,26G31A1181,65.11,76.0,,Celina Reddy,465.0,7.6,33.26,8.0,54.0,6.6,76.0,64.0,98.0,70.34,69.4,2026.0
42.0,77.0,dr..vikram.reddy56@gmail.com,78.0,low,6,24.0,rohan.bajaj670@gmail.com,4.0,88.75,low,80.0,68.44,EEE,56.0,Dr. Vikram Reddy,medium,42.0,42.0,28.95,26G31A1111,74.92,,0.0,Rohan Bajaj,466.0,4.4,31.56,7.0,57.0,-15.0,44.0,71.0,80.0,62.0,62.0,2026.0
73.0,76.0,prof..ritika.malhotra61@gmail.com,80.0,normal,6,13.0,ananya.malhotra442@gmail.com,4.0,45.0,medium,43.33,59.66,MECH,99.0,Prof. Ritika Malhotra,medium,81.0,81.0,48.1,26G31B7707,51.7,,0.0,Ananya Malhotra,467.0,4.0,40.34,7.0,41.0,-2.2,40.0,36.0,80.0,73.8,73.8,2026.0
96.0,83.0,dr..vikram.reddy66@gmail.com,48.0,low,7,12.0,sneha.bajaj818@gmail.com,4.0,89.09,low,40.0,61.94,CIVIL,47.0,Dr. Vikram Reddy,medium,62.0,62.0,31.21,26G31B1895,77.76,84.0,,Sneha Bajaj,468.0,3.0,38.06,8.0,85.0,12.2,30.0,98.0,110.0,73.54,71.8,2026.0
71.0,82.0,dr..harish.rao76@gmail.com,88.0,low,6,24.0,vikram.gupta503@gmail.com,4.0,53.33,low,80.0,73.69,CSE(AI),59.0,Dr. Harish Rao,high,63.0,63.0,39.66,26G31B8482,55.63,,0.0,Vikram Gupta,469.0,5.7,26.31,7.0,85.0,-5.0,57.0,48.0,90.0,77.0,77.0,2026.0
99.0,80.0,dr..sanjay.joshi91@gmail.com,52.0,low,7,12.0,sandeep.menon778@gmail.com,4.0,87.0,low,40.0,63.2,CSE,46.0,Dr. Sanjay Joshi,medium,91.0,91.0,22.56,26G31A7198,85.6,57.0,,Sandeep Menon,470.0,6.5,36.8,8.0,85.0,-15.6,65.0,87.0,100.0,70.23,72.6,2026.0
66.0,74.0,dr..nitin.verma69@gmail.com,63.0,normal,7,14.0,anjali.sinha700@gmail.com,4.0,94.57,low,46.67,58.5,CDS,66.0,Dr. Nitin Verma,medium,79.0,79.0,28.98,26G31A8090,83.6,45.0,,Anjali Sinha,471.0,1.6,41.5,8.0,57.0,-20.2,16.0,87.0,92.0,62.31,65.2,2026.0
75.0,52.0,dr..harish.rao41@gmail.com,64.0,low,7,11.0,isha.srivastava501@gmail.com,4.0,76.47,low,36.67,60.97,ECE,82.0,Dr. Harish Rao,medium,71.0,71.0,27.15,26G31A2909,76.53,56.0,,Isha Srivastava,472.0,8.8,39.03,8.0,78.0,-14.2,88.0,65.0,85.0,68.17,70.2,2026.0
61.0,67.0,dr..anil.singh28@gmail.com,90.0,low,7,17.0,amit.chatterjee987@gmail.com,4.0,77.5,low,56.67,71.18,MECH,72.0,Dr. Anil Singh,high,94.0,94.0,19.17,26G31B5807,82.85,90.0,,Amit Chatterjee,474.0,9.8,28.82,8.0,65.0,19.0,98.0,62.0,80.0,73.71,71.0,2026.0
51.0,90.0,prof..priya.sharma59@gmail.com,91.0,low,6,11.0,aarav.gupta557@gmail.com,4.0,76.64,low,36.67,60.73,CIVIL,66.0,Prof. Priya Sharma,medium,86.0,86.0,36.25,26G31A4046,72.54,,0.0,Aarav Gupta,475.0,1.7,39.27,7.0,82.0,-14.0,17.0,82.0,107.0,76.0,76.0,2026.0
64.0,64.0,dr..rajesh.kumar69@gmail.com,92.0,low,7,22.0,sakshi.saxena162@gmail.com,4.0,94.83,low,73.33,75.53,CSE(AI),98.0,Dr. Rajesh Kumar,high,61.0,61.0,20.21,26G31B3433,84.38,84.0,,Sakshi Saxena,476.0,5.8,24.47,8.0,55.0,9.4,58.0,110.0,116.0,75.94,74.6,2026.0
76.0,94.0,dr..rajesh.kumar89@gmail.com,88.0,low,6,30.0,ananya.chatterjee660@gmail.com,4.0,75.79,low,100.0,85.02,CSE,61.0,Dr. Rajesh Kumar,high,40.0,40.0,26.32,26G31A6473,68.55,,0.0,Ananya Chatterjee,477.0,7.5,14.98,7.0,91.0,-12.2,75.0,72.0,95.0,81.97,81.8,2026.0
77.0,56.0,prof..meera.desai53@gmail.com,72.0,low,6,30.0,rajesh.saxena654@gmail.com,4.0,49.58,medium,100.0,69.32,CDS,45.0,Prof. Meera Desai,medium,80.0,80.0,43.3,26G31B6161,53.81,,0.0,Rajesh Saxena,478.0,3.1,30.68,7.0,47.0,3.4,31.0,59.0,119.0,59.4,59.4,2026.0
84.0,98.0,dr..rohan.kapoor69@gmail.com,88.0,low,6,24.0,kavya.desai261@gmail.com,4.0,68.57,low,80.0,78.14,ECE,61.0,Dr. Rohan Kapoor,high,57.0,57.0,31.33,26G31A6424,65.8,,0.0,Kavya Desai,479.0,6.4,21.86,7.0,80.0,-16.2,64.0,72.0,105.0,82.13,81.8,2026.0
72.0,57.0,prof..divya.srivastava52@gmail.com,63.0,low,6,25.0,priya.dutta677@gmail.com,4.0,54.63,medium,83.33,72.0,EEE,89.0,Prof. Divya Srivastava,high,40.0,40.0,41.24,26G31B5859,52.64,,0.0,Priya Dutta,480.0,6.4,28.0,7.0,78.0,14.8,64.0,59.0,108.0,71.8,71.8,2026.0
58.0,79.0,dr..sanjay.joshi57@gmail.com,63.0,low,7,20.0,isha.rao917@gmail.com,4.0,55.56,low,66.67,68.93,MECH,82.0,Dr. Sanjay Joshi,medium,61.0,61.0,35.5,26G31B4658,59.89,62.0,,Isha Rao,481.0,8.8,31.07,8.0,81.0,-10.6,88.0,45.0,81.0,71.09,72.6,2026.0
87.0,68.0,dr..rajesh.kumar58@gmail.com,52.0,low,7,20.0,karthik.agarwal563@gmail.com,4.0,88.5,low,66.67,74.32,CIVIL,92.0,Dr. Rajesh Kumar,high,55.0,55.0,25.12,26G31A1255,78.35,83.0,,Karthik Agarwal,482.0,5.4,25.68,8.0,97.0,3.8,54.0,100.0,113.0,79.74,79.2,2026.0
